station_id,uid,name,city,country,provider,lat,lon,params_json,last_update,meta_json
aqicn--416923,-416923,Kabupaten Bulungan Tj. Selor Hilir,Kabupaten Bulungan Tj. Selor Hilir,ID,AQICN,3.0531299114227295,117.39199829101562,[],,"{""uid"": -416923, ""name"": ""Kabupaten Bulungan Tj. Selor Hilir"", ""city"": ""Kabupaten Bulungan Tj. Selor Hilir"", ""lat"": 3.0531299114227295, ""lon"": 117.39199829101562}"
aqicn--519142,-519142,Kabupaten Lumajang Ditrotunan,Kabupaten Lumajang Ditrotunan,ID,AQICN,-8.135390281677246,113.2239990234375,[],,"{""uid"": -519142, ""name"": ""Kabupaten Lumajang Ditrotunan"", ""city"": ""Kabupaten Lumajang Ditrotunan"", ""lat"": -8.135390281677246, ""lon"": 113.2239990234375}"
aqicn--516745,-516745,Kabupaten Jombang Kepanjen,Kabupaten Jombang Kepanjen,ID,AQICN,-7.55286979675293,112.23699951171875,[],,"{""uid"": -516745, ""name"": ""Kabupaten Jombang Kepanjen"", ""city"": ""Kabupaten Jombang Kepanjen"", ""lat"": -7.55286979675293, ""lon"": 112.23699951171875}"
aqicn--519124,-519124,Kabupaten Rembang Leteh,Kabupaten Rembang Leteh,ID,AQICN,-6.717229843139648,111.34400177001953,[],,"{""uid"": -519124, ""name"": ""Kabupaten Rembang Leteh"", ""city"": ""Kabupaten Rembang Leteh"", ""lat"": -6.717229843139648, ""lon"": 111.34400177001953}"
aqicn--538438,-538438,Seaside Residences,Seaside Residences,ID,AQICN,1.3076219322854712,103.9270617487457,[],,"{""uid"": -538438, ""name"": ""Seaside Residences"", ""city"": ""Seaside Residences"", ""lat"": 1.3076219322854712, ""lon"": 103.9270617487457}"
aqicn--519187,-519187,Kota Kediri Ngronggo,Kota Kediri Ngronggo,ID,AQICN,-7.812739849090576,112.01399993896484,[],,"{""uid"": -519187, ""name"": ""Kota Kediri Ngronggo"", ""city"": ""Kota Kediri Ngronggo"", ""lat"": -7.812739849090576, ""lon"": 112.01399993896484}"
aqicn--546346,-546346,Kabupaten Muaro Jambi,Kabupaten Muaro Jambi,ID,AQICN,-1.452720046043396,103.51799774169922,[],,"{""uid"": -546346, ""name"": ""Kabupaten Muaro Jambi"", ""city"": ""Kabupaten Muaro Jambi"", ""lat"": -1.452720046043396, ""lon"": 103.51799774169922}"
aqicn--572263,-572263,,,ID,AQICN,2.521947,113.833569,[],,"{""uid"": -572263, ""name"": """", ""city"": """", ""lat"": 2.521947, ""lon"": 113.833569}"
aqicn--519127,-519127,Kabupaten Kubu Raya Kapuas,Kabupaten Kubu Raya Kapuas,ID,AQICN,-0.12665799260139465,109.40399932861328,[],,"{""uid"": -519127, ""name"": ""Kabupaten Kubu Raya Kapuas"", ""city"": ""Kabupaten Kubu Raya Kapuas"", ""lat"": -0.12665799260139465, ""lon"": 109.40399932861328}"
aqicn--519133,-519133,Kota Tarakan Pamusian,Kota Tarakan Pamusian,ID,AQICN,3.310699939727783,117.60099792480469,[],,"{""uid"": -519133, ""name"": ""Kota Tarakan Pamusian"", ""city"": ""Kota Tarakan Pamusian"", ""lat"": 3.310699939727783, ""lon"": 117.60099792480469}"
aqicn-10490,10490,"Pangkalanbun, Indonesia",Pangkalanbun,ID,AQICN,-2.676583,111.626448,[],,"{""uid"": 10490, ""name"": ""Pangkalanbun, Indonesia"", ""city"": ""Pangkalanbun"", ""lat"": -2.676583, ""lon"": 111.626448}"
aqicn-8645,8645,"Batam, Indonesia",Batam,ID,AQICN,1.124,104.126,[],,"{""uid"": 8645, ""name"": ""Batam, Indonesia"", ""city"": ""Batam"", ""lat"": 1.124, ""lon"": 104.126}"
